Source;Agence;Réseau;Adresse;Adresse2;CP;VILLE;E-mail;TEL;FAX;WEB;;;;
NDV;VISAVIS MOSKOVA EXPRESS;;34, av. des Champs-Elysées;;75008;PARIS;paris-visavis@wanadoo.fr;01 42 25 09 30;01 42 25 04 10;;;;;
NDV;E. Leclerc Voyages;;34, av. Descartes;;33160;SAINT-MEDARD-EN-JALLES;pascal.guerra@scaso.fr;05 56 70 80 95;05 56 70 80 65;www.leclercvoyages.com;;;;
NDV;THOMAS COOK VOYAGES;;34, av. du GI Leclerc;;75014;PARIS;paris.leclerc@thomascook.fr;01 53 90 31 50;01 45 45 20 66;;;;;
NDV;Jet Tours/Thomas Cook Voyages;;34, av. Foch;;77500;CHELLES;chelles@boiloris.com;01 64 21 48 65;01 60 08 86 43;;;;;
NDV;Voyages Mar Sol;;34, av. Jean-Jaurès;;69007;LYON;marsolvoyages@orange.fr;04 78 61 73 41;04 78 58 67 12;www.marsolvoyages.com;;;;
NDV;Echappée à travers le Monde;;34, bd de la Libération;;13001;MARSEILLE;;04 91 48 55 25;04 91 47 58 31;;;;;
NDV;Lefort Evasion;;34, bd Milet;;02600;VILLERS-COTTERETS;lefort.evasion@wanadoo.fr;03 23 96 32 30;03 23 96 24 17;;;;;
NDV;Sites Tours;;34, bd Riquet;;31000;TOULOUSE;infos@sites-tours.com;05 61 63 46 62;05 61 63 76 74;www.sites-tours.com;;;;
NDV;Bouscarle Voyages;(Selectour);34, cours Forbin;;13120;GARDANNE;bouscarle-gardanne@selectour.com;04 42 12 60 30;04 42 58 27 74;;;;;
NDV;Voyages Dépêche/CWV;;34, Grand Rue;;81500;LAVAUR;ladepechevoyageslavaur@wanadoo.fr;05 63 41 45 44;05 63 58 31 85;;;;;
NDV;Braun voyages;;34, Grand'Rue;;67430;DIEMERINGEN;voyages.braun@libertysurf.fr;03 88 00 40 84;03 88 00 04 71;www.voyages-braun.fr;;;;
NDV;PALM'AIR;;34, rue de Clignancourt;;75018;PARIS;palmair@wanadoo.fr;01 42 54 66 66;01 42 54 68 28;;;;;
NDV;Voyages la Fontaine;(Tourcom);34, rue de la Fontaine;;14000;CAEN;voyages.lafontaine@wanadoo.fr;02 31 86 44 44;02 31 79 63 97;;;;;
NDV;Voyages Franzen;(Afat);34, rue de la Houve;;57150;CREUTZWALD;franzen.voyages@wanadoo.fr;03 87 82 23 39;03 87 82 56 49;;;;;
NDV;Thomas Cook Voyages;;34, rue de la Marne;;51000;CHALONS-EN-CHAMPAGNE;chalons.en.champagne@thomascook.fr;03 26 64 78 78;03 26 64 78 79;www.thomascook.fr;;;;
NDV;D.V. Atlantic;;34, rue de la Patouillerie;;44000;NANTES;contact@dvatlantic.fr;02 51 13 21 32;02 51 13 21 39;;;;;
NDV;Thomas Cook Voyages;;34, rue de la République;;84100;ORANGE;orange@thomascook.fr;04 90 11 44 44;04 90 51 75 78;www.thomascook.fr;;;;
NDV;Thomas Cook Voyages;;34, rue de la République;;45000;ORLEANS;orleans.34.republique@thomascook.fr;02 38 42 11 80;02 38 62 77 17;;;;;
NDV;VOYAGES FEELING;(Manor);34, rue de Laborde;;75008;PARIS;feeling@voyages-feeling.fr;0 825 886 886;01 44 70 90 83;;;;;
NDV;Euro Moselle Loisir/Thomas Cook Voyages;;34, rue de l'Ancien Hôpital;;57100;THIONVILLE;thionville@euromoselleloisirs.fr;03 82 53 26 26;03 82 53 19 36;;;;;
NDV;WATICAR;;34, rue de l'Exposition;;75007;PARIS;;01 56 79 05 15;01 56 79 05 16;www.waticar.com;;;;
NDV;Salaün Holidays;;34, rue de Liège;;56100;LORIENT;lorient@salaun-holidays.com;02 97 84 14 80;02 97 84 14 89;www.salaun-holidays.com;;;;
NDV;Phileas Voyages;(Selectour);34, rue de Paris;;94340;JOINVILLE-LE-PONT;phileas-joinville@selectour.com;01 42 83 63 63;01 42 83 63 91;;;;;
NDV;Egide Voyages;(Selectour);34, rue d'Estienne d'Orves;;91370;VERRIERES-LE-BUISSON;egide-verrieres@selectour.com;01 69 30 16 50;01 69 20 79 07;www.egide-voyages.fr;;;;
NDV;Galeries Lafayette Voyages;;34, rue du 22 Novembre;;67000;STRASBOURG;emichel@carlsonwagonlit.fr;03 88 15 75 10;03 88 15 75 11;;;;;
NDV;La Boussole/Thomas Cook Voyages;;34, rue du Change;;41100;VENDOME;thomascook.boussole@wanadoo.fr;02 54 77 78 10;02 54 73 25 79;;;;;
NDV;Auvergne Touristique;;34, rue du Collège;;15100;SAINT-FLOUR;voyage-seyt@wanadoo.fr;04 71 60 01 75;04 71 60 45 90;;;;;
NDV;NOUVELLES FRONTIERES;;34, rue du Commerce;;75015;PARIS;paris-commerce.nf@nouvelles-frontieres.fr;01 58 01 00 08;01 58 01 00 15;;;;;
NDV;Fram Voyages;;34, rue Edouard Barbey;;81200;MAZAMET;agence.mazamet@fram.fr;0 826 46 61 22;05 63 61 59 71;;;;;
NDV;Voyages Frémont Groupes;;34, rue Enguerrand de Marigny;;14280;AUTHIE;jacques.potvin@fremont-groupes.com;02 31 50 10 10;01 41 30 87 78;;;;;
NDV;Nouvelles Frontières;;34, rue Franklin;;69002;LYON;lyon-franklin.nf@nouvelles-frontieres.fr;04 78 37 16 47;04 78 92 93 62;;;;;
NDV;LOTUS VOYAGES;(Manor);34, rue Hamelin;;75016;PARIS;lotus.voyages@lotus.manor.fr;01 40 70 19 89;01 47 20 14 87;;;;;
NDV;Arax Voyages/Thomas Cook Voyages;;34, rue Jean-Jaurès;;95400;ARNOUVILLE;arnouville@thomascookfr.com;01 39 85 18 00;01 34 53 93 84;;;;;
NDV;S'Cape;;34, rue Marcelin Berthelot;;92120;MONTROUGE;agence-scape@club-internet.fr;01 55 58 04 40;01 46 57 29 13;;;;;
NDV;Comptoir des Alizés;(Tourcom);34, rue Maréchal Joffre;;06000;NICE;agence@comptoirdesalizes.com;04 97 03 13 13;04 97 03 13 14;;;;;
NDV;Marietton Voyages;(Selectour);34, rue Marietton (Siège);;69009;LYON;marietton@selectour.com;04 78 83 50 65;04 78 64 83 23;;;;;
NDV;Lamia Voyages;(Afat);34, rue Paul Bert;;69003;LYON;contact@lamiavoyages.com;04 78 60 89 58;04 78 95 06 01;www.lamiavoyages.com;;;;
NDV;Verdié Voyages;(Afat);34, rue St-Guilhem;;34000;MONTPELLIER;agence.montpellier@verdie.com;04 67 60 60 22;04 67 66 10 20;;;;;
NDV;OVP;(Selectour);34, rue Victor-Hugo;;69002;LYON;victorhugo@ovp.fr;04 78 42 40 09;04 78 37 69 05;;;;;
NDV;SOCOTOUR VOYAGES;(Afat);344, rue de Vaugirard;;75015;PARIS;socotourvoyages@wanadoo.fr;01 45 30 12 12;01 45 32 06 06;;;;;
NDV;TMR France Europe;;349, av. du Prado;;13008;MARSEILLE;tmr@club-internet.fr;04 91 77 88 99;04 91 71 92 12;www.tmrfrance.com;;;;
NDV;Thomas Cook Voyages;;35, av. des Etats-Unis;;63000;CLERMONT-FERRAND;clermont.ferrand@thomascook.fr;04 73 31 73 73;04 73 31 73 86;www.thomascook.fr;;;;
NDV;Chassagne Voyages;(Selectour);35, av. Lamartine;;33120;ARCACHON;chassagne@selectour.com;05 56 83 54 99;05 56 83 28 21;;;;;
NDV;PRIMAVACANCES;;35, bd Brune;;75014;PARIS;primavacances@ag2r.com;01 43 95 50 50;01 43 95 53 48;www.primavacances.com;;;;
NDV;Midi Libre Voyages/CWV;;35, bd Lacombe;;30200;BAGNOLS-SUR-CEZE;ag.ltbagnolssurceze@carlsonwagonlit.fr;0 826 825 302;0 826 825 402;www.midilibrevoyages.com;;;;
NDV;Quertour Voyages;;35, bd Mainiol;;46300;GOURDON;quertour.voyages@wanadoo.fr;05 65 41 10 98;05 65 41 44 30;;;;;
NDV;Overcome;(Tourcom);3-5, bd P.E. Victor;;92200;NEUILLY-SUR-SEINE;congress@overcome.fr;01 40 88 97 97;01 40 88 97 98;www.overcome.fr;;;;
NDV;Thomas Cook Voyages;;35, bd Princesse Charlotte;;98000;MONACO;monaco.charlotte@thomascook.fr;(377) 93 25 74 45;(377) 93 50 37 29;;;;;
NDV;HAVAS VOYAGES/OUEST VOYAGES;(Tourcom);35, bd Raspail;;75007;PARIS;parisraspail@havas-voyages.fr;01 45 49 37 37;01 45 49 42 26;;;;;
NDV;CALYPSO VOYAGES;(Selectour);35, bd St-Martin;;75003;PARIS;calypso@selectour.com;01 42 77 72 40;01 42 77 63 60;www.calypsoparis.com;;;;
NDV;Inter-Rives Travel;;35, bd Victor-Hugo;;92110;CLICHY;;01 47 37 02 00;01 42 70 39 04;www.inter-rives.travel;;;;
NDV;Mathez-Voyages;(Manor);35, cours Pierre Puget;;13006;MARSEILLE;mathez-marseille@matheztravel.com;04 96 10 24 80;04 96 10 24 82;www.matheztravel.com;;;;
NDV;Voyages Inglard;(Selectour);35, Grande Place;;62120;AIRE-SUR-LA-LYS;airesurlalys@inglard.com;03 21 95 44 30;03 21 93 38 16;www.voyages-inglard.com;;;;
NDV;T'Chao Voyages;;35, parc d'activité de Bompertuis;;13120;GARDANNE;contact@tchaovoyages.fr;0 871 47 36 38;04 42 22 73 60;www.tchao-voyages.fr;;;;
NDV;XANADU;(Afat);35, rue Copernic;;75016;PARIS;copernic@xanadu-voyages.com;01 44 17 90 60;01 44 17 91 60;;;;;
NDV;VLM/Thomas Cook Voyages;;35, rue d'Aignaux;;14500;VIRE;t.cook-lemonnier@wanadoo.fr;02 31 68 06 74;02 31 68 07 26;;;;;
NDV;Thomas Cook Voyages;;35, rue de la République;;84000;AVIGNON;avignon@thomascook.fr;04 90 80 66 80;04 90 82 58 99;www.thomascook.fr;;;;
NDV;ABC Voyages/Ambassade Fram;;35, rue de la Roe;;49000;ANGERS;angers@abc-voyages.com;02 41 87 10 10;02 41 87 37 07;;;;;
NDV;Voyages Montaine;;35, rue de Tournai;;59200;TOURCOING;voyages.montaine@wanadoo.fr;03 20 25 38 16;03 20 30 15 59;www.voyages-montaine.biz;;;;
NDV;Latitude 87;(Afat);35, rue des Pénitents Blancs;;87000;LIMOGES;tourisme@latitude87.fr;05 55 34 29 72;05 55 34 55 83;www.latitude87.fr;;;;
NDV;Transgallia/Look Voyages;(Afat);35, rue du Général de Gaulle;;10000;TROYES;info@transgallia.com;03 25 74 50 00;03 25 82 85 69;www.transgallia.com;;;;
NDV;Euro Moselle Loisirs/Thomas Cook Voyages;;35, rue Foch;;57700;HAYANGE;emlhayange@euromoselleloisirs.fr;03 82 59 31 12;03 82 85 17 63;;;;;
NDV;BALTARD TOURISME 2001;(Tourcom);35, rue François Miron;;75004;PARIS;bruno@voyages2001.com;01 42 72 01 27;01 42 72 83 27;;;;;
NDV;Voyages Euréka/Jet Tours;(Afat);3-5, rue Harelle;;57000;METZ;metz@voyages-eureka.fr;03 87 63 60 08;03 87 56 92 91;www.voyages-eureka.com;;;;
NDV;Grand Large Voyages;(Selectour);35, rue Jean Jaurès;;06400;CANNES;cannes@grand-large-voyages.fr;04 92 59 20 00;04 92 59 20 09;www.grand-large-voyages.com;;;;
NDV;Carlson Wagonlit Voyages;;35, rue Jean Jaurès (Jet Tours);;87000;LIMOGES;ag.ltlimoges.jaures@carlsonwagonlit.fr;0 826 825 654;0 826 825 754;;;;;
NDV;Croisières&Voyages;(Manor);35, rue Sainte;;13001;MARSEILLE;reservation@croisiere-voyage.com;04 96 11 00 11;04 91 04 03 85;www.croisiere-voyage.com;;;;
NDV;Nouvelles Frontières;;35, rue Torteron;;50000;SAINT-LO;stlo.nf@nouvelles-frontieres.fr;02 33 05 08 20;02 33 05 08 02;www.nouvelles-frontieres.fr;;;;
NDV;OL Voyages;(Afat);350, av. Jean Jaurès;;69007;LYON;hrichard@ol-voyages.fr;04 26 29 67 10;04 26 29 67 08;ol-voyages.afatvoyages.fr;;;;
NDV;Prado Voyages;;353, av. du Prado;;13008;MARSEILLE;contact@prado-voyages.com;04 91 16 02 00;04 91 76 03 16;www.prado-voyages.com;;;;
NDV;Thomas Cook Voyages;;36 bis, rue D. Delansorne;;62000;ARRAS;arras@thomascook.fr;03 21 21 30 40;03 21 21 30 42;www.thomascook.fr;;;;
NDV;Massy Voyages;;36, av. des Bénédictins;;87000;LIMOGES;isabelle.massy@wanadoo.fr;05 55 32 11 62;05 55 32 01 14;www.massy-voyages.com;;;;
NDV;Martinez Voyages;;36, av. du Maréchal Joffre;;60500;CHANTILLY;martinezvoyages@vianeo.com;03 44 57 65 65;03 44 58 56 15;www.martinez-voyages.com;;;;
NDV;LOPES VOYAGES;(Tourcom);36, av. Hoche;;75008;PARIS;lopes.voyages@etourcom.com;01 45 63 13 77;01 42 56 66 05;;;;;
NDV;Richou Voyages;(Tourcom);36, avenue Gambetta;;17100;SAINTES;saintes@richou.fr;05 46 90 33 33;05 46 90 46 29;www.richou.fr;;;;
NDV;Galaxie Voyages;;36, bd Baille;;13006;MARSEILLE;galaxie@galaxievoyage.9tel.com;04 91 80 91 77;04 91 78 23 01;;;;;
NDV;Voyages Evasion/Thomas Cook Voyages;;36, bd de Lyon;;02000;LAON;evasion.laon@thomascookfr.com;03 23 27 38 50;03 23 79 56 26;;;;;
NDV;L'TUR;;36, bis av. de l'Opéra;;75002;PARIS;paris@ltur.fr;01 53 05 60 50;01 53 30 07 87;www.ltur.fr;;;;
NDV;Valtour;(Selectour);36, place d'Armes;;59300;VALENCIENNES;valtour-valenciennes@selectour.com;03 27 46 57 14;03 27 45 18 93;;;;;
NDV;Echo Voyages;(Selectour);36, place du 18 Octobre;;28200;CHATEAUDUN;echovoy.chateaudin@wanadoo.fr;02 37 45 26 54;02 37 45 69 11;;;;;
NDV;Carlson Wagonlit Voyages;;36, place Gambetta;;33000;BORDEAUX;ag.ltbordeaux.clemenceau@carlsonwagonlit.fr;0 826 825 647;0 826 825 747;;;;;
NDV;Azoka;;36, quai Arloing;CP 701;69009;LYON;azoka@azoka.fr;04 72 53 24 92;04 72 53 24 81;www.azoka.fr;;;;
NDV;Privilèges de France;;36, rue B. Palissy;;37000;TOURS;tours@privilegesdefrance.com;02 47 05 19 19;02 47 61 18 18;www.privilegesdefrance.com;;;;
NDV;LIGNES VOYAGES;(Afat);36, rue Brunel;;75017;PARIS;lignes.voyages.afat@wanadoo.fr;01 45 74 15 31;01 40 68 03 73;;;;;
NDV;INTERHOME;(Afat);36, rue de la Boétie;;75008;PARIS;paris.accueil@interhome.fr;01 53 89 06 06;01 53 89 06 01;;;;;
NDV;Ambre Voyages;(Manor);36, rue de la République;;14600;HONFLEUR;ambre.honfleur@wanadoo.fr;02 31 81 11 07;02 31 81 11 09;;;;;
NDV;Berthelet Voyages/Ambassade Fram;(Afat);36, rue de la République;;69740;GENAS;agence-genas@berthelet.fr;04 72 79 39 20;04 78 90 67 81;berthelet.afatvoyages.fr;;;;
NDV;Alsace Voyages;(Tourcom);36, rue de l'Industrie/71, route du Rhin;;67400;ILLKIRCH GRAFFENSTADEN;alsace.voyages@wanadoo.fr;03 88 66 28 23;03 88 66 07 50;www.alsace-voyages.fr;;;;
NDV;MAISON DE LA SCANDINAVIE ET DES PAYS NORDIQUES;;36, rue de Saint-Petersbourg;;75008;PARIS;scandinavie.maison@kuoni.fr;01 42 85 64 30;01 42 85 64 34;;;;;
NDV;VACANCES FABULEUSES;;36, rue de St Petersbourg;;75008;PARIS;info@vacfab.com;01 42 85 65 00;01 42 85 65 03;;;;;
NDV;PASSION OUTREMER;;36, rue d'Enghien;;75010;PARIS;passion.outremer@wanadoo.fr;01 53 34 12 50;01 53 34 12 51;;;;;
NDV;Alouette Voyages;;36, rue des Alouettes;;85620;ROCHESERVIERE;alouette@voyages-bourmaud.net;02 51 94 90 71;02 51 06 50 86;www.voyages-bourmaud.net;;;;
NDV;Objectif Lune;(Tourcom);36, rue des Carmes;;54000;NANCY;objectiflune@etourcom.com;03 83 30 64 64;03 83 30 61 88;www.objectiflune.fr;;;;
NDV;Voyages Schmitt/Ambassade Fram;;36, rue du Général-Gouraud;;67210;OBERNAI;agence.obernai@voyagesschmitt.fr;03 88 95 60 50;03 88 95 61 13;www.voyagesschmitt.fr;;;;
NDV;La Route des Iles;(Afat);36, rue du Puits Mauger;;35000;RENNES;routiles.agence@wanadoo.fr;02 99 31 51 31;02 99 31 91 71;www.laroutedesiles.fr;;;;
NDV;Chauchard Evasion/Thomas Cook Voyages;;36, rue du Sergent Bories;;12200;VILLEFRANCHE-DE-ROUERGUE;chauchardvillef@triangle-voyages.com;05 65 29 36 20;05 65 45 72 11;www.triangle-voyages.com;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;36, rue du Taur;;31000;TOULOUSE;toulousetaur@wasteels.fr;05 61 12 18 88;05 61 12 36 79;;;;;
NDV;Kuoni Voyages;;36, rue du Vieux Marché-aux-Vins;;67000;STRASBOURG;strasbourg@kuoni.fr;03 88 32 86 85;03 88 22 35 87;www.kuoni.fr;;;;
NDV;Club Voyages;;36, rue Gaston Hulin;;86000;POITIERS;poitiers.hulin@clubvoyages.com;05 49 88 02 06;05 49 88 02 58;;;;;
NDV;Nouvelles Frontières/Horizon;;36, rue Georges Clémenceau;;35400;SAINT-MALO;saintmalo.nf@nouvelles-frontieres.fr;02 99 19 99 19;02 99 19 99 20;www.nouvelles-frontieres.fr;;;;
NDV;Thomas Cook Voyages;;36, rue Grande;;77300;FONTAINEBLEAU;fontainebleau@thomascook.fr;01 60 39 55 80;01 64 22 29 27;www.thomascook.fr;;;;
NDV;Nouvelles Frontières;;36, rue Jean Aicard;;83700;SAINT-RAPHAEL;st-raphael.nf@nouvelles-frontieres.fr;04 94 95 08 95;04 94 19 47 40;www.nouvelles-frontieres.fr;;;;
NDV;Simplon Voyages;(Tourcom);36, rue Jeanne d'Arc;;45000;ORLEANS;orleans@simplon.fr;02 38 53 20 01;02 38 54 10 03;www.simplonvoyages.com;;;;
NDV;JANCARTHIER VOYAGES;(Manor);36, rue Jouffroy d'Abbans;;75017;PARIS;jouffroy@jancarthier.fr;01 42 12 74 50;01 40 54 96 15;;;;;
NDV;Richou Voyages;(Tourcom);36, rue Magenta;;86000;POITIERS;poitiers@richou.fr;05 49 41 71 73;05 49 88 72 73;www.richou.fr;;;;
NDV;Sangio Horizons;;36, rue Pasteur;;57000;METZ;infochenel@hotmail.fr;03 87 65 08 95;03 87 65 38 95;www.sangio-horizons.com;;;;
NDV;Luce Voyages;(Tourcom);36, rue St Nicolas;;50200;COUTANCES;coutances@luce-voyages.com;02 33 07 49 67;02 33 07 88 52;www.luce-voyages.com;;;;
NDV;Solair Voyages;(Afat);36, rue Thiers;;59140;DUNKERQUE;mouradsolairvoyages@wanadoo.fr;03 28 21 04 48;03 28 60 38 06;www.solairvoyages.fr;;;;
NDV;Découvertes et Voyages;;36, rue Victor Basch;;94300;VINCENNES;decouverte-et-voyage@wanadoo.fr;01 41 74 60 10;01 41 74 67 71;;;;;
NDV;Nouvelles Frontières;;36, rue Villegoudou;;81100;CASTRES;castres.nf@nouvelles-frontieres.fr;05 63 51 80 83;05 63 51 80 84;www.nouvelles-frontieres.fr;;;;
NDV;Nouvelles Frontières;;36/38, rue le Corbusier;C.C. de Boulogne;92100;BOULOGNE BILLANCOURT;boulogne.nf@nouvelles-frontieres.fr;01 41 31 04 66;01 41 31 40 26;www.nouvelles-frontieres.fr;;;;
NDV;E. Leclerc Voyages;;362, av. du Gal Leclerc;;95130;FRANCONVILLE;franconville@leclercvoyages.com;01 30 72 26 28;01 30 72 26 48;www.leclercvoyages.com;;;;
NDV;Côté Provence;;362, av. du Prado;;13008;MARSEILLE;coteprovence@hotmail.com;04 91 23 35 59;04 91 69 23 57;;;;;
NDV;Aquatour/Thomas Cook Voyages;;363, rue de Paris;;59500;DOUAI;aq.douai@aquatour.com;03 27 96 11 22;03 27 98 65 84;;;;;
NDV;Wasteels Voyages/Thomas Cook Voyages;;36-38, av. de Fontainebleau;;94270;KREMLIN-BICETRE (LE);kremlinbicetre@wasteels.fr;01 42 11 06 11;01 42 11 01 02;www.wasteels.fr;;;;
NDV;Vaucluse Voyages;(Selectour);36-38, bd Albin Durand;;84200;CARPENTRAS;vaucluse@selectour.com;04 90 67 24 17;04 90 67 34 47;;;;;
NDV;FRANCE CONNECTION;;36-38, rue des Mathurins;;75008;PARIS;info@france-connection.com;01 42 66 12 12;01 42 66 13 13;www.france-connection.com;;;;
NDV;LTI/Thomas Cook Voyages;;365, route de Vannes;;44800;SAINT-HERBLAIN;saint.herblain@thomascook.fr;02 40 40 01 11;02 40 76 50 53;;;;;
NDV;Evenemen'Ciel;(Tourcom);3686, route du Fer à Cheval;;74250;VIUZ-EN-SALLAZ;evenemenciel74@wanadoo.fr;04 50 36 76 19;04 50 36 89 56;;;;;
NDV;Voyages Lemaire/Phocéens;;369, av. de Cannes;;06210;MANDELIEU;denise.lemaire@phoceens-santa.com;04 93 49 01 86;04 92 97 22 92;;;;;
NDV;Tours Events;;37 A, Allées des Pins;;41000;BLOIS;contact@tours-events.fr;02 54 55 98 08;02 54 55 98 93;www.tours-events.fr;;;;
NDV;Voyages Teste;;37 bis, allée Jean-Jaurès;;81500;LAVAUR;sarl-teste@infonie.fr;05 63 58 07 19;05 63 58 07 59;;;;;
NDV;Pyramide Voyages;(Selectour);37 bis, av. de la République;;77380;COMBS-LA-VILLE;pyramidevoyages-combs@selectour.com;01 60 60 04 11;01 60 60 04 10;;;;;
NDV;Cap Horizons/Jet Tours;(Manor);37, av du Général Leclerc;;30000;NIMES;pro@caphorizons.fr;04 66 36 19 90;04 66 21 26 77;;;;;
NDV;Gîtes de France Var Services;;37, av. Carnot;;83300;DRAGUIGNAN;reservation@gites-de-france.var.fr;04 94 50 93 93;04 94 50 93 90;www.gites-de-france-var.fr;;;;
NDV;Insight Outside;;37, av. du Granier;;38240;MEYLAN;contact@insight-outside.fr;04 38 38 18 18;04 38 38 18 19;www.insight-outside.fr;;;;
NDV;GONDRAND VOYAGES;;37, av. Paul-Doumer;;75016;PARIS;gondrand.doumer@wanadoo.fr;01 45 04 63 09;01 45 04 37 97;;;;;
NDV;PLANET'AIR VOYAGES;(Tourcom);37, bd de Reuilly;;75012;PARIS;info@planetairvoyages.com;01 43 41 50 00;01 43 41 40 00;;;;;
NDV;ADESSENTIA;;37, bd des Capucines;;75002;PARIS;info@adessentia.com;01 42 68 11 12;01 47 42 02 83;www.adessentia.com;;;;
NDV;IBEROLINES;(Tourcom);37, bd Henri IV;;75004;PARIS;bastille@iberolines.com;01 42 72 65 24;01 42 72 54 13;;;;;
NDV;Carlson Wagonlit Voyages/Faure Tourisme;;37, cours Gambetta;;69003;LYON;ft-lyon03@faure-tourisme.fr;04 72 84 40 63;04 78 62 36 10;;;;;
NDV;Thomas Cook Voyages;;37, Grande Rue;;24100;BERGERAC;bergerac@thomascook.fr;05 53 23 55 00;05 53 23 55 09;www.thomascook.fr;;;;
NDV;Velay Voyage Conseil;;37, place du Breuil;;43000;PUY-EN-VELAY (LE);le-puy@consult-voyages.com;04 71 09 22 74;04 71 09 37 19;www.velay-voyages.com;;;;
NDV;Havas Voyages/Charlotte Voyages;;37, place Monfort;;84110;VAISON-LA-ROMAINE;vaison@havas-voyages.fr;04 90 28 21 48;04 90 28 21 49;;;;;
NDV;Tilleuls Voyages/Thomas Cook Voyages;;37, rue Berthie Albrecht;;95210;SAINT-GRATIEN;tilleulstgratien@wanadoo.fr;01 34 28 13 21;01 34 28 14 21;;;;;
NDV;UNI SCO VOYAGES UNIVERSITAIRES ET SCOLAIRES;;37, rue Cardinet;;75017;PARIS;unisco@tiscali.fr;01 46 22 16 13;01 46 22 40 78;;;;;
NDV;Carlson Wagonlit Voyages;;37, rue Cuvier;;25200;MONTBELIARD;ag.ltmontbeliard.cuvier@carlsonwagonlit.fr;0 826 825 661;0 826 825 480;;;;;
NDV;Ylanga;;37, rue d'Antibes;;06400;CANNES;c.montero@ylanga.com;04 93 68 38 19;04 93 68 53 31;www.ylanga.com;;;;
NDV;Nouvelles Frontières;;37, rue de Bordeaux;;37000;TOURS;tours.nf@nouvelles-frontieres.fr;02 47 64 64 50;02 47 05 70 72;;;;;
NDV;Hed Tours;;37, rue de la République;;02300;CHAUNY;;03 23 39 97 00;03 23 39 20 32;;;;;
NDV;Thomas Cook Voyages;;37, rue de Lille;;59280;ARMENTIERES;armentieres@thomascook.fr;03 20 17 23 00;03 20 77 55 16;www.thomascook.fr;;;;
NDV;CAPPADOCE VOYAGES;;37, rue des Petites Ecuries;;75010;PARIS;cappadocevoyages@wanadoo.fr;01 40 22 02 00;01 40 22 04 00;;;;;
NDV;Rohr Evasion;;37, rue du G. de Gaulle;;67110;NIEDERBRONN LES BAINS;rohr-evasion.niederbronn@wanadoo.fr;03 88 09 97 45;03 88 09 97 46;www.rohr-evasion.fr;;;;
NDV;Le Chesnay Voyages;;37, rue du Mal Foch;;78000;VERSAILLES;lcvvoyages@wanadoo.fr;01 39 53 00 33;01 39 49 00 96;www.sosvoyages.com;;;;
NDV;ARPEGE VOYAGES;(Selectour);37, rue du Rendez-Vous;;75012;PARIS;arpege-voyages@selectour.com;01 43 46 56 66;01 43 46 56 60;www.arpegevoyages.com;;;;
NDV;Nouvelles Frontières;;37, rue Gambetta;;06560;VALBONNE;valbonne.nf@nouvelles-frontieres.fr;04 92 92 25 26;04 92 92 25 27;www.nouvelles-frontieres.fr;;;;
NDV;Nouvelles Frontières;;37, rue Jean Macé;;29200;BREST;brest.nf@nouvelles-frontieres.fr;02 98 44 30 51;02 98 44 70 67;www.nouvelles-frontieres.fr;;;;
NDV;Saint-Cyr Voyages;(Afat);37, rue Louis Blot;;37540;SAINT-CYR-SUR-LOIRE;saintcyr.voyages@wanadoo.fr;02 47 49 15 69;02 47 41 97 73;;;;;
NDV;Club Eductour Voyages;;37, rue P. Deroulède;;06000;NICE;c.e.v@wanadoo.fr;04 93 87 51 68;04 97 03 25 03;www.clubeductour.com;;;;
NDV;Neotours;;37, rue Pierre Lhomme;;92400;COURBEVOIE;contact@neotours.fr;01 47 68 35 50;01 47 68 56 71;www.neotours.fr;;;;
NDV;Aquatour/Thomas Cook Voyages;;37, rue Royale;;62100;CALAIS;aq.calais@aquatour.com;03 21 97 03 04;03 21 34 51 25;;;;;
NDV;Boiloris/Ambassade Fram;;37, rue Saint-Denis;;92700;COLOMBES;colombes@boiloris.com;01 47 80 71 95;01 47 82 27 30;www.ambassade-fram-boiloris75.com;;;;
NDV;SIMART TRAVEL SERVICES;;37, rue Simart;;75018;PARIS;barbouchitaoufik@orange.fr;01 42 52 30 30;01 42 23 32 27;;;;;
NDV;O'Voyages;;372, rue Paradis;;13008;MARSEILLE;o.voyages@orange.fr;04 91 04 67 77;04 91 04 67 78;www.o-voyages.com;;;;
NDV;CLUB VOYAGES;;377 bis, rue de Vaugirard;;75015;PARIS;paris.vaugirard@clubvoyages.com;01 56 56 74 40;01 56 56 02 50;;;;;
NDV;Transphère;;379, rue de Bègles;;33000;BORDEAUX;transpherevoyages@wanadoo.fr;05 57 95 76 76;05 57 95 76 77;;;;;
NDV;Forfait Tourisme;(Tourcom);379, rue du Général-Leclerc;;95120;ERMONT;forfait-tourisme@wanadoo.fr;01 34 15 97 11;01 34 15 59 93;;;;;
NDV;Fram Voyages;;38 bis, bd Clémenceau;;66000;PERPIGNAN;agence.perpignan@fram.fr;0 826 46 61 65;04 68 35 48 29;;;;;
NDV;Salaün Holidays/Ambassade Fram;;38 ter, rue de Parisis;;28100;DREUX;dreux-delisle@salaun-holidays.com;02 37 46 72 30;02 37 46 19 40;www.salaun-holidays.com;;;;
NDV;Jet Tours/Thomas Cook Voyages;;38, av. Charles de Gaulle;;92200;NEUILLY-SUR-SEINE;neuilly@boiloris.com;01 46 37 88 88;01 46 37 88 89;www.boiloris.fr;;;;
