licence;iata;agence;Réseau;adresse;adresse2;adresse3;adresse4;BP;cp;ville;email;tel;fax;web;Contacts;;;;;;;;;
15970001;;Auvergne Touristique;;34, rue du Collège;;;;BP 33 ;15100;SAINT-FLOUR;voyage-seyt@wanadoo.fr;04 71 60 01 75;04 71 60 45 90;;Chef d'agence;Seyt Eliane;;;;;;;;
093050008;;NOUVELLES FRONTIERES;;34, rue du Commerce;;;;;75015;PARIS;paris-commerce.nf@nouvelles-frontieres.fr;01 58 01 00 08;01 58 01 00 15;;Chef d'agence;Komorowski Bicha;;;;;;;;
031010004;20282286;Fram Voyages;;34, rue Edouard Barbey;;;;;81200;MAZAMET;agence.mazamet@fram.fr;0 826 46 61 22;05 63 61 59 71;;Chef d'agence;Rocacher Julia;;;;;;;;
061020009;;Voyages Frémont Groupes;;34, rue Enguerrand de Marigny;;;;;14280;AUTHIE;jacques.potvin@fremont-groupes.com;02 31 50 10 10;01 41 30 87 78;;Chef d'agence;Potvin Jacques;;;;;;;;
093050008;;Nouvelles Frontières;;34, rue Franklin;;;;;69002;LYON;lyon-franklin.nf@nouvelles-frontieres.fr;04 78 37 16 47;04 78 92 93 62;;Chef d'agence;Pontet Blandine;;;;;;;;
075950225;;LOTUS VOYAGES;(Manor);34, rue Hamelin;;;;;75016;PARIS;lotus.voyages@lotus.manor.fr;01 40 70 19 89;01 47 20 14 87;;Chef d'agence;Taverne Caroline;;;;;;;;
95960009;20221051;Arax Voyages/Thomas Cook Voyages;;34, rue Jean-Jaurès;;;;BP 23 ;95400;ARNOUVILLE;arnouville@thomascookfr.com;01 39 85 18 00;01 34 53 93 84;;Directeur;Menedjian Régis;;;;;;;;
092970004;;S'Cape;;34, rue Marcelin Berthelot;;;;;92120;MONTROUGE;agence-scape@club-internet.fr;01 55 58 04 40;01 46 57 29 13;;Directeur;Poracchia Annick;;;;;;;;
6010007;20244910;Comptoir des Alizés;(Tourcom);34, rue Maréchal Joffre;;;;;6000;NICE;agence@comptoirdesalizes.com;04 97 03 13 13;04 97 03 13 14;;Directeur;Majorel Agnès;;;;;;;;
069960020;;Marietton Voyages;(Selectour);34, rue Marietton (Siège);;;;;69009;LYON;marietton@selectour.com;04 78 83 50 65;04 78 64 83 23;;;;;;;;;;;
069040001;20255454;Lamia Voyages;(Afat);34, rue Paul Bert;;;;;69003;LYON;contact@lamiavoyages.com;04 78 60 89 58;04 78 95 06 01;www.lamiavoyages.com;Directeur;Devaux Lamia;Directeur commercial;Rifi Amine;;;;;;
012950007;;Verdié Voyages;(Afat);34, rue St-Guilhem;;;;;34000;MONTPELLIER;agence.montpellier@verdie.com;04 67 60 60 22;04 67 66 10 20;;;;;;;;;;;
069950040;;OVP;(Selectour);34, rue Victor-Hugo;;;;;69002;LYON;victorhugo@ovp.fr;04 78 42 40 09;04 78 37 69 05;;;;;;;;;;;
075950378;20244265;SOCOTOUR VOYAGES;(Afat);344, rue de Vaugirard;;;;;75015;PARIS;socotourvoyages@wanadoo.fr;01 45 30 12 12;01 45 32 06 06;;Chef d'agence;Aïche Michéle;;;;;;;;
013960060;;TMR France Europe;;349, av. du Prado;;;;;13008;MARSEILLE;tmr@club-internet.fr;04 91 77 88 99;04 91 71 92 12;www.tmrfrance.com;Directeur;Ravon Jean-Maurice;;;;;;;;
092950011;20206605;Thomas Cook Voyages;;35, av. des Etats-Unis;;;;;63000;CLERMONT-FERRAND;clermont.ferrand@thomascook.fr;04 73 31 73 73;04 73 31 73 86;www.thomascook.fr;;;;;;;;;;
33960002;20217746;Chassagne Voyages;(Selectour);35, av. Lamartine;;;;;33120;ARCACHON;chassagne@selectour.com;05 56 83 54 99;05 56 83 28 21;;Directeur;Chassagne Dominique;Chef d'agence;Rouanet Fréderic;;;;;;
075000012;;PRIMAVACANCES;;35, bd Brune;;;;;75014;PARIS;primavacances@ag2r.com;01 43 95 50 50;01 43 95 53 48;www.primavacances.com;;;;;;;;;;
034950009;20203540;Midi Libre Voyages/CWV;;35, bd Lacombe;;;;;30200;BAGNOLS-SUR-CEZE;ag.ltbagnolssurceze@carlsonwagonlit.fr;0 826 825 302;0 826 825 402;www.midilibrevoyages.com;;;;;;;;;;
046050001;;Quertour Voyages;;35, bd Mainiol;;;;;46300;GOURDON;quertour.voyages@wanadoo.fr;05 65 41 10 98;05 65 41 44 30;;;;;;;;;;;
092950093;;Overcome;(Tourcom);3-5, bd P.E. Victor;;;;;92200;NEUILLY-SUR-SEINE;congress@overcome.fr;01 40 88 97 97;01 40 88 97 98;www.overcome.fr;Directeur;Lhote Patricia;;;;;;;;
092950011;;Thomas Cook Voyages;;35, bd Princesse Charlotte;;;;;98000;MONACO;monaco.charlotte@thomascook.fr;(377) 93 25 74 45;(377) 93 50 37 29;;;;;;;;;;;
072950007;20210606;HAVAS VOYAGES/OUEST VOYAGES;(Tourcom);35, bd Raspail;;;;;75007;PARIS;parisraspail@havas-voyages.fr;01 45 49 37 37;01 45 49 42 26;;Président;Barbier Annie;;;;;;;;
75950419;20201860;CALYPSO VOYAGES;(Selectour);35, bd St-Martin;;;;;75003;PARIS;calypso@selectour.com;01 42 77 72 40;01 42 77 63 60;www.calypsoparis.com;Chef d'agence;Botbol Muriel;Directeur;Mattouk Annick;;;;;;
092000010;20240636;Inter-Rives Travel;;35, bd Victor-Hugo;;;;;92110;CLICHY;;01 47 37 02 00;01 42 70 39 04;www.inter-rives.travel;Chef d'agence;Bendafi Abdelkrim;;;;;;;;
006950022;;Mathez-Voyages;(Manor);35, cours Pierre Puget;;;;;13006;MARSEILLE;mathez-marseille@matheztravel.com;04 96 10 24 80;04 96 10 24 82;www.matheztravel.com;Directeur;Bailet Brigitte;;;;;;;;
062960013;20219953;Voyages Inglard;(Selectour);35, Grande Place;;;;;62120;AIRE-SUR-LA-LYS;airesurlalys@inglard.com;03 21 95 44 30;03 21 93 38 16;www.voyages-inglard.com;;;;;;;;;;
013040005;;T'Chao Voyages;;35, parc d'activité de Bompertuis;;;;;13120;GARDANNE;contact@tchaovoyages.fr;0 871 47 36 38;04 42 22 73 60;www.tchao-voyages.fr;;;;;;;;;;
075960209;20236160;XANADU;(Afat);35, rue Copernic;;;;;75016;PARIS;copernic@xanadu-voyages.com;01 44 17 90 60;01 44 17 91 60;;Directeur;Bouchet Annie;;;;;;;;
061980006;;VLM/Thomas Cook Voyages;;35, rue d'Aignaux;;;;;14500;VIRE;t.cook-lemonnier@wanadoo.fr;02 31 68 06 74;02 31 68 07 26;;Directeur;et Claude Le Monnier Renée;;;;;;;;
092950011;20205813;Thomas Cook Voyages;;35, rue de la République;;;;;84000;AVIGNON;avignon@thomascook.fr;04 90 80 66 80;04 90 82 58 99;www.thomascook.fr;;;;;;;;;;
37960013;20221880;ABC Voyages/Ambassade Fram;;35, rue de la Roe;;;;;49000;ANGERS;angers@abc-voyages.com;02 41 87 10 10;02 41 87 37 07;;Chef d'agence;Kpade Diane;;;;;;;;
059960036;20200972;Voyages Montaine;;35, rue de Tournai;;;;;59200;TOURCOING;voyages.montaine@wanadoo.fr;03 20 25 38 16;03 20 30 15 59;www.voyages-montaine.biz;Directeur;Montaine Sophie;;;;;;;;
087960005;20203982;Latitude 87;(Afat);35, rue des Pénitents Blancs;;;;;87000;LIMOGES;tourisme@latitude87.fr;05 55 34 29 72;05 55 34 55 83;www.latitude87.fr;;;;;;;;;;
010960011;20250764;Transgallia/Look Voyages;(Afat);35, rue du Général de Gaulle;;;;BP 140 ;10000;TROYES;info@transgallia.com;03 25 74 50 00;03 25 82 85 69;www.transgallia.com;Chef d'agence;Jratlou Khalid;;;;;;;;
57950005;;Euro Moselle Loisirs/Thomas Cook Voyages;;35, rue Foch;;;;;57700;HAYANGE;emlhayange@euromoselleloisirs.fr;03 82 59 31 12;03 82 85 17 63;;;;;;;;;;;
75950368;;BALTARD TOURISME 2001;(Tourcom);35, rue François Miron;;;;;75004;PARIS;bruno@voyages2001.com;01 42 72 01 27;01 42 72 83 27;;Directeur;Zerbib Bruno;;;;;;;;
057960004;20214913;Voyages Euréka/Jet Tours;(Afat);3-5, rue Harelle;;;;;57000;METZ;metz@voyages-eureka.fr;03 87 63 60 08;03 87 56 92 91;www.voyages-eureka.com;Directeur;Frigi Gaetana;;;;;;;;
006950029;;Grand Large Voyages;(Selectour);35, rue Jean Jaurès;;;;;06400;CANNES;cannes@grand-large-voyages.fr;04 92 59 20 00;04 92 59 20 09;www.grand-large-voyages.com;Directeur;Bousquet-Jacquemin Janie;;;;;;;;
75990098;20211553;Carlson Wagonlit Voyages;;35, rue Jean Jaurès (Jet Tours);;;;;87000;LIMOGES;ag.ltlimoges.jaures@carlsonwagonlit.fr;0 826 825 654;0 826 825 754;;Chef d'agence;Gilet Nadine;;;;;;;;
13950013;20270891;Croisières&Voyages;(Manor);35, rue Sainte;;;;;13001;MARSEILLE;reservation@croisiere-voyage.com;04 96 11 00 11;04 91 04 03 85;www.croisiere-voyage.com;;;;;;;;;;
093050008;;Nouvelles Frontières;;35, rue Torteron;;;;;50000;SAINT-LO;stlo.nf@nouvelles-frontieres.fr;02 33 05 08 20;02 33 05 08 02;www.nouvelles-frontieres.fr;;;;;;;;;;
069000004;20238562;OL Voyages;(Afat);350, av. Jean Jaurès;;;;;69007;LYON;hrichard@ol-voyages.fr;04 26 29 67 10;04 26 29 67 08;ol-voyages.afatvoyages.fr;Chef d'agence;Marceillac Didier;;;;;;;;
013960047;20220126;Prado Voyages;;353, av. du Prado;;;;;13008;MARSEILLE;contact@prado-voyages.com;04 91 16 02 00;04 91 76 03 16;www.prado-voyages.com;Directeur;Cajard Lionel;;;;;;;;
092950011;20239763;Thomas Cook Voyages;;36 bis, rue D. Delansorne;;;;;62000;ARRAS;arras@thomascook.fr;03 21 21 30 40;03 21 21 30 42;www.thomascook.fr;;;;;;;;;;
087010001;;Massy Voyages;;36, av. des Bénédictins;;;;;87000;LIMOGES;isabelle.massy@wanadoo.fr;05 55 32 11 62;05 55 32 01 14;www.massy-voyages.com;Chef d'agence;Massy Isabelle;;;;;;;;
060960008;;Martinez Voyages;;36, av. du Maréchal Joffre;;;;BP 80403 ;60500;CHANTILLY;martinezvoyages@vianeo.com;03 44 57 65 65;03 44 58 56 15;www.martinez-voyages.com;Directeur;Martinez Laurent;;;;;;;;
075950477;20210164;LOPES VOYAGES;(Tourcom);36, av. Hoche;;;;;75008;PARIS;lopes.voyages@etourcom.com;01 45 63 13 77;01 42 56 66 05;;Chef d'agence;Briard Laurent;;;;;;;;
049950012;;Richou Voyages;(Tourcom);36, avenue Gambetta;;;;;17100;SAINTES;saintes@richou.fr;05 46 90 33 33;05 46 90 46 29;www.richou.fr;;;;;;;;;;
013960035;20203643;Galaxie Voyages;;36, bd Baille;;;;;13006;MARSEILLE;galaxie@galaxievoyage.9tel.com;04 91 80 91 77;04 91 78 23 01;;Directeur;Homs Marie-Christine;;;;;;;;
008950001;20218391;Voyages Evasion/Thomas Cook Voyages;;36, bd de Lyon;;;;;02000;LAON;evasion.laon@thomascookfr.com;03 23 27 38 50;03 23 79 56 26;;;;;;;;;;;
067950017;;L'TUR;;36, bis av. de l'Opéra;;;;;75002;PARIS;paris@ltur.fr;01 53 05 60 50;01 53 30 07 87;www.ltur.fr;;;;;;;;;;
059960031;20258302;Valtour;(Selectour);36, place d'Armes;;;;BP 116 ;59300;VALENCIENNES;valtour-valenciennes@selectour.com;03 27 46 57 14;03 27 45 18 93;;Directeur;Parsy Daniel;;;;;;;;
28950008;;Echo Voyages;(Selectour);36, place du 18 Octobre;;;;BP 49 ;28200;CHATEAUDUN;echovoy.chateaudin@wanadoo.fr;02 37 45 26 54;02 37 45 69 11;;Directeur;Frangi Luigi;;;;;;;;
75990098;20206126;Carlson Wagonlit Voyages;;36, place Gambetta;;;;;33000;BORDEAUX;ag.ltbordeaux.clemenceau@carlsonwagonlit.fr;0 826 825 647;0 826 825 747;;;;;;;;;;;
69050015;20233356;Azoka;;36, quai Arloing;CP 701;;;;69009;LYON;azoka@azoka.fr;04 72 53 24 92;04 72 53 24 81;www.azoka.fr;;;;;;;;;;
037960002;;Privilèges de France;;36, rue B. Palissy;;;;;37000;TOURS;tours@privilegesdefrance.com;02 47 05 19 19;02 47 61 18 18;www.privilegesdefrance.com;Directeur;Jauneaud Philippe;;;;;;;;
075950301;20200762;LIGNES VOYAGES;(Afat);36, rue Brunel;;;;;75017;PARIS;lignes.voyages.afat@wanadoo.fr;01 45 74 15 31;01 40 68 03 73;;Directeur;Allain Danielle;;;;;;;;
075950031;20225726;INTERHOME;(Afat);36, rue de la Boétie;;;;;75008;PARIS;paris.accueil@interhome.fr;01 53 89 06 06;01 53 89 06 01;;;;;;;;;;;
27020001;;Ambre Voyages;(Manor);36, rue de la République;;;;;14600;HONFLEUR;ambre.honfleur@wanadoo.fr;02 31 81 11 07;02 31 81 11 09;;;;;;;;;;;
69960014;20245746;Berthelet Voyages/Ambassade Fram;(Afat);36, rue de la République;;;;;69740;GENAS;agence-genas@berthelet.fr;04 72 79 39 20;04 78 90 67 81;berthelet.afatvoyages.fr;Chef d'agence;Bonnin Isabelle;;;;;;;;
67950021;;Alsace Voyages;(Tourcom);36, rue de l'Industrie/71, route du Rhin;;;;;67400;ILLKIRCH GRAFFENSTADEN;alsace.voyages@wanadoo.fr;03 88 66 28 23;03 88 66 07 50;www.alsace-voyages.fr;;;;;;;;;;
075950314;;MAISON DE LA SCANDINAVIE ET DES PAYS NORDIQUES;;36, rue de Saint-Petersbourg;;;;;75008;PARIS;scandinavie.maison@kuoni.fr;01 42 85 64 30;01 42 85 64 34;;;;;;;;;;;
075950190;2024635;VACANCES FABULEUSES;;36, rue de St Petersbourg;;;;;75008;PARIS;info@vacfab.com;01 42 85 65 00;01 42 85 65 03;;;;;;;;;;;
971980002;;PASSION OUTREMER;;36, rue d'Enghien;;;;;75010;PARIS;passion.outremer@wanadoo.fr;01 53 34 12 50;01 53 34 12 51;;;;;;;;;;;
85960003;;Alouette Voyages;;36, rue des Alouettes;;;;BP 21 ;85620;ROCHESERVIERE;alouette@voyages-bourmaud.net;02 51 94 90 71;02 51 06 50 86;www.voyages-bourmaud.net;Directeur;Bourmaud Christian;;;;;;;;
054950007;2326132;Objectif Lune;(Tourcom);36, rue des Carmes;;;;;54000;NANCY;objectiflune@etourcom.com;03 83 30 64 64;03 83 30 61 88;www.objectiflune.fr;Directeur;Franiatte Francis;;;;;;;;
067950027;;Voyages Schmitt/Ambassade Fram;;36, rue du Général-Gouraud;;;;;67210;OBERNAI;agence.obernai@voyagesschmitt.fr;03 88 95 60 50;03 88 95 61 13;www.voyagesschmitt.fr;;;;;;;;;;
035960004;;La Route des Iles;(Afat);36, rue du Puits Mauger;;;;;35000;RENNES;routiles.agence@wanadoo.fr;02 99 31 51 31;02 99 31 91 71;www.laroutedesiles.fr;;;;;;;;;;
12950003;;Chauchard Evasion/Thomas Cook Voyages;;36, rue du Sergent Bories;;;;;12200;VILLEFRANCHE-DE-ROUERGUE;chauchardvillef@triangle-voyages.com;05 65 29 36 20;05 65 45 72 11;www.triangle-voyages.com;;;;;;;;;;
093060011;;Wasteels Voyages/Thomas Cook Voyages;;36, rue du Taur;;;;;31000;TOULOUSE;toulousetaur@wasteels.fr;05 61 12 18 88;05 61 12 36 79;;Chef d'agence;Gruet Marion;;;;;;;;
075950314;;Kuoni Voyages;;36, rue du Vieux Marché-aux-Vins;;;;;67000;STRASBOURG;strasbourg@kuoni.fr;03 88 32 86 85;03 88 22 35 87;www.kuoni.fr;;;;;;;;;;
44040002;;Club Voyages;;36, rue Gaston Hulin;;;;;86000;POITIERS;poitiers.hulin@clubvoyages.com;05 49 88 02 06;05 49 88 02 58;;;;;;;;;;;
035010002;;Nouvelles Frontières/Horizon;;36, rue Georges Clémenceau;;;;;35400;SAINT-MALO;saintmalo.nf@nouvelles-frontieres.fr;02 99 19 99 19;02 99 19 99 20;www.nouvelles-frontieres.fr;Chef d'agence;Pineau Béatrice;;;;;;;;
092950011;20270876;Thomas Cook Voyages;;36, rue Grande;;;;;77300;FONTAINEBLEAU;fontainebleau@thomascook.fr;01 60 39 55 80;01 64 22 29 27;www.thomascook.fr;;;;;;;;;;
093050008;;Nouvelles Frontières;;36, rue Jean Aicard;;;;;83700;SAINT-RAPHAEL;st-raphael.nf@nouvelles-frontieres.fr;04 94 95 08 95;04 94 19 47 40;www.nouvelles-frontieres.fr;Chef d'agence;Migeon Sandra;;;;;;;;
041950005;20226275;Simplon Voyages;(Tourcom);36, rue Jeanne d'Arc;;;;;45000;ORLEANS;orleans@simplon.fr;02 38 53 20 01;02 38 54 10 03;www.simplonvoyages.com;Directeur commercial;Guinot Laurent;;;;;;;;
075960067;;JANCARTHIER VOYAGES;(Manor);36, rue Jouffroy d'Abbans;;;;;75017;PARIS;jouffroy@jancarthier.fr;01 42 12 74 50;01 40 54 96 15;;Chef d'agence;Stavropoulos Cyrille;;;;;;;;
049950012;;Richou Voyages;(Tourcom);36, rue Magenta;;;;;86000;POITIERS;poitiers@richou.fr;05 49 41 71 73;05 49 88 72 73;www.richou.fr;Directeur;Richou Daniel;;;;;;;;
057070004;;Sangio Horizons;;36, rue Pasteur;;;;;57000;METZ;infochenel@hotmail.fr;03 87 65 08 95;03 87 65 38 95;www.sangio-horizons.com;;;;;;;;;;
050950007;20243646;Luce Voyages;(Tourcom);36, rue St Nicolas;;;;BP 401 ;50200;COUTANCES;coutances@luce-voyages.com;02 33 07 49 67;02 33 07 88 52;www.luce-voyages.com;Chef d'agence;Philippe Sabine;;;;;;;;
059000004;;Solair Voyages;(Afat);36, rue Thiers;;;;;59140;DUNKERQUE;mouradsolairvoyages@wanadoo.fr;03 28 21 04 48;03 28 60 38 06;www.solairvoyages.fr;;;;;;;;;;
94980009;;Découvertes et Voyages;;36, rue Victor Basch;;;;;94300;VINCENNES;decouverte-et-voyage@wanadoo.fr;01 41 74 60 10;01 41 74 67 71;;;;;;;;;;;
093050008;;Nouvelles Frontières;;36, rue Villegoudou;;;;;81100;CASTRES;castres.nf@nouvelles-frontieres.fr;05 63 51 80 83;05 63 51 80 84;www.nouvelles-frontieres.fr;;;;;;;;;;
093050008;;Nouvelles Frontières;;36/38, rue le Corbusier;C.C. de Boulogne;'Les Passages de l'Hôtel de Ville';;;92100;BOULOGNE BILLANCOURT;boulogne.nf@nouvelles-frontieres.fr;01 41 31 04 66;01 41 31 40 26;www.nouvelles-frontieres.fr;Chef d'agence;Moriot Bernard;;;;;;;;
95970003;20233334;E. Leclerc Voyages;;362, av. du Gal Leclerc;;;;;95130;FRANCONVILLE;franconville@leclercvoyages.com;01 30 72 26 28;01 30 72 26 48;www.leclercvoyages.com;;;;;;;;;;
13970005;;Côté Provence;;362, av. du Prado;;;;;13008;MARSEILLE;coteprovence@hotmail.com;04 91 23 35 59;04 91 69 23 57;;Chef d'agence;Recoing Véronique;;;;;;;;
62960014;;Aquatour/Thomas Cook Voyages;;363, rue de Paris;;;;;59500;DOUAI;aq.douai@aquatour.com;03 27 96 11 22;03 27 98 65 84;;;;;;;;;;;
093060011;20225785;Wasteels Voyages/Thomas Cook Voyages;;36-38, av. de Fontainebleau;;;;;94270;KREMLIN-BICETRE (LE);kremlinbicetre@wasteels.fr;01 42 11 06 11;01 42 11 01 02;www.wasteels.fr;Chef d'agence;Bautista Christina;;;;;;;;
084950004;20202501;Vaucluse Voyages;(Selectour);36-38, bd Albin Durand;;;;;84200;CARPENTRAS;vaucluse@selectour.com;04 90 67 24 17;04 90 67 34 47;;Directeur;Compiano Anne-Laure;;;;;;;;
075020019;;FRANCE CONNECTION;;36-38, rue des Mathurins;;;;;75008;PARIS;info@france-connection.com;01 42 66 12 12;01 42 66 13 13;www.france-connection.com;Chef d'agence;Rolland-Gosselin Michèle;;;;;;;;
044950019;;LTI/Thomas Cook Voyages;;365, route de Vannes;;;;;44800;SAINT-HERBLAIN;saint.herblain@thomascook.fr;02 40 40 01 11;02 40 76 50 53;;;;;;;;;;;
74060001;;Evenemen'Ciel;(Tourcom);3686, route du Fer à Cheval;;;;;74250;VIUZ-EN-SALLAZ;evenemenciel74@wanadoo.fr;04 50 36 76 19;04 50 36 89 56;;;;;;;;;;;
006990006;;Voyages Lemaire/Phocéens;;369, av. de Cannes;;;;;06210;MANDELIEU;denise.lemaire@phoceens-santa.com;04 93 49 01 86;04 92 97 22 92;;Directeur;Guzman Denise;;;;;;;;
041060001;;Tours Events;;37 A, Allées des Pins;;;;;41000;BLOIS;contact@tours-events.fr;02 54 55 98 08;02 54 55 98 93;www.tours-events.fr;;;;;;;;;;
031950033;;Voyages Teste;;37 bis, allée Jean-Jaurès;;;;BP 60081 ;81500;LAVAUR;sarl-teste@infonie.fr;05 63 58 07 19;05 63 58 07 59;;Directeur;Teste Cyril;;;;;;;;
091950007;20288026;Pyramide Voyages;(Selectour);37 bis, av. de la République;;;;;77380;COMBS-LA-VILLE;pyramidevoyages-combs@selectour.com;01 60 60 04 11;01 60 60 04 10;;Directeur;Bataille Francine;Chef d'agence;Goeman Magali;;;;;;
30950014;;Cap Horizons/Jet Tours;(Manor);37, av du Général Leclerc;;;;;30000;NIMES;pro@caphorizons.fr;04 66 36 19 90;04 66 21 26 77;;Directeur;Commandre Martine;;;;;;;;
083950018;;Gîtes de France Var Services;;37, av. Carnot;;;;;83300;DRAGUIGNAN;reservation@gites-de-france.var.fr;04 94 50 93 93;04 94 50 93 90;www.gites-de-france-var.fr;Directeur;Rahal Farid;;;;;;;;
038050002;;Insight Outside;;37, av. du Granier;;;;;38240;MEYLAN;contact@insight-outside.fr;04 38 38 18 18;04 38 38 18 19;www.insight-outside.fr;;;;;;;;;;
075950513;;GONDRAND VOYAGES;;37, av. Paul-Doumer;;;;;75016;PARIS;gondrand.doumer@wanadoo.fr;01 45 04 63 09;01 45 04 37 97;;;;;;;;;;;
075980007;;PLANET'AIR VOYAGES;(Tourcom);37, bd de Reuilly;;;;;75012;PARIS;info@planetairvoyages.com;01 43 41 50 00;01 43 41 40 00;;;;;;;;;;;
75070033;;ADESSENTIA;;37, bd des Capucines;;;;;75002;PARIS;info@adessentia.com;01 42 68 11 12;01 47 42 02 83;www.adessentia.com;;;;;;;;;;
075950573;20245875;IBEROLINES;(Tourcom);37, bd Henri IV;;;;;75004;PARIS;bastille@iberolines.com;01 42 72 65 24;01 42 72 54 13;;Agent de voyages;Alves Da Costa Maryline;;;;;;;;
38950016;;Carlson Wagonlit Voyages/Faure Tourisme;;37, cours Gambetta;;;;;69003;LYON;ft-lyon03@faure-tourisme.fr;04 72 84 40 63;04 78 62 36 10;;Chef d'agence;Clerc Jean-Philippe;;;;;;;;
092950011;020213292;Thomas Cook Voyages;;37, Grande Rue;;;;;24100;BERGERAC;bergerac@thomascook.fr;05 53 23 55 00;05 53 23 55 09;www.thomascook.fr;Chef d'agence;Chauvaud Evelyne;;;;;;;;
043960005;20207316;Velay Voyage Conseil;;37, place du Breuil;;;;;43000;PUY-EN-VELAY (LE);le-puy@consult-voyages.com;04 71 09 22 74;04 71 09 37 19;www.velay-voyages.com;Directeur;Dadoy Annie;;;;;;;;
084960005;20252411;Havas Voyages/Charlotte Voyages;;37, place Monfort;;;;;84110;VAISON-LA-ROMAINE;vaison@havas-voyages.fr;04 90 28 21 48;04 90 28 21 49;;;;;;;;;;;
095950013;;Tilleuls Voyages/Thomas Cook Voyages;;37, rue Berthie Albrecht;;;;;95210;SAINT-GRATIEN;tilleulstgratien@wanadoo.fr;01 34 28 13 21;01 34 28 14 21;;Directeur;Squara Soizic;;;;;;;;
075950396;;UNI SCO VOYAGES UNIVERSITAIRES ET SCOLAIRES;;37, rue Cardinet;;;;;75017;PARIS;unisco@tiscali.fr;01 46 22 16 13;01 46 22 40 78;;Chef d'agence;Auger Dominique;;;;;;;;
75990098;;Carlson Wagonlit Voyages;;37, rue Cuvier;;;;;25200;MONTBELIARD;ag.ltmontbeliard.cuvier@carlsonwagonlit.fr;0 826 825 661;0 826 825 480;;;;;;;;;;;
006050005;;Ylanga;;37, rue d'Antibes;;;;;06400;CANNES;c.montero@ylanga.com;04 93 68 38 19;04 93 68 53 31;www.ylanga.com;Directeur;Villa Sophie;;;;;;;;
093050008;;Nouvelles Frontières;;37, rue de Bordeaux;;;;;37000;TOURS;tours.nf@nouvelles-frontieres.fr;02 47 64 64 50;02 47 05 70 72;;;;;;;;;;;
002950008;;Hed Tours;;37, rue de la République;;;;;02300;CHAUNY;;03 23 39 97 00;03 23 39 20 32;;Directeur;Mekacher Heidi;;;;;;;;
092950011;20251825;Thomas Cook Voyages;;37, rue de Lille;;;;;59280;ARMENTIERES;armentieres@thomascook.fr;03 20 17 23 00;03 20 77 55 16;www.thomascook.fr;;;;;;;;;;
75000061;20243171;CAPPADOCE VOYAGES;;37, rue des Petites Ecuries;;;;;75010;PARIS;cappadocevoyages@wanadoo.fr;01 40 22 02 00;01 40 22 04 00;;Gérant;Koltuk Sylvie;;;;;;;;
057960005;;Rohr Evasion;;37, rue du G. de Gaulle;;;;;67110;NIEDERBRONN LES BAINS;rohr-evasion.niederbronn@wanadoo.fr;03 88 09 97 45;03 88 09 97 46;www.rohr-evasion.fr;;;;;;;;;;
078950018;;Le Chesnay Voyages;;37, rue du Mal Foch;;;;;78000;VERSAILLES;lcvvoyages@wanadoo.fr;01 39 53 00 33;01 39 49 00 96;www.sosvoyages.com;Directeur;le Moal Patricia;;;;;;;;
75950293;20224982;ARPEGE VOYAGES;(Selectour);37, rue du Rendez-Vous;;;;;75012;PARIS;arpege-voyages@selectour.com;01 43 46 56 66;01 43 46 56 60;www.arpegevoyages.com;Directeur;Gross Véronique;;;;;;;;
093050008;20224035;Nouvelles Frontières;;37, rue Gambetta;;;;;06560;VALBONNE;valbonne.nf@nouvelles-frontieres.fr;04 92 92 25 26;04 92 92 25 27;www.nouvelles-frontieres.fr;;;;;;;;;;
093050008;;Nouvelles Frontières;;37, rue Jean Macé;;;;;29200;BREST;brest.nf@nouvelles-frontieres.fr;02 98 44 30 51;02 98 44 70 67;www.nouvelles-frontieres.fr;Chef d'agence;Chabouis Elisa;;;;;;;;
037010002;;Saint-Cyr Voyages;(Afat);37, rue Louis Blot;;;;;37540;SAINT-CYR-SUR-LOIRE;saintcyr.voyages@wanadoo.fr;02 47 49 15 69;02 47 41 97 73;;Directeur;Girard-Bidaut Sylvie;;;;;;;;
6960001;;Club Eductour Voyages;;37, rue P. Deroulède;;;;;6000;NICE;c.e.v@wanadoo.fr;04 93 87 51 68;04 97 03 25 03;www.clubeductour.com;Gérant;Suche René;;;;;;;;
092080004;;Neotours;;37, rue Pierre Lhomme;;;;;92400;COURBEVOIE;contact@neotours.fr;01 47 68 35 50;01 47 68 56 71;www.neotours.fr;;;;;;;;;;
62960014;;Aquatour/Thomas Cook Voyages;;37, rue Royale;;;;;62100;CALAIS;aq.calais@aquatour.com;03 21 97 03 04;03 21 34 51 25;;;;;;;;;;;
75060070;;Boiloris/Ambassade Fram;;37, rue Saint-Denis;;;;;92700;COLOMBES;colombes@boiloris.com;01 47 80 71 95;01 47 82 27 30;www.ambassade-fram-boiloris75.com;Chef d'agence;Maldouitre Cindy;;;;;;;;
075040040;;SIMART TRAVEL SERVICES;;37, rue Simart;;;;;75018;PARIS;barbouchitaoufik@orange.fr;01 42 52 30 30;01 42 23 32 27;;;;;;;;;;;
013990002;20249261;O'Voyages;;372, rue Paradis;;;;;13008;MARSEILLE;o.voyages@orange.fr;04 91 04 67 77;04 91 04 67 78;www.o-voyages.com;Gérant;Carvajal Odette;;;;;;;;
44040002;;CLUB VOYAGES;;377 bis, rue de Vaugirard;;;;;75015;PARIS;paris.vaugirard@clubvoyages.com;01 56 56 74 40;01 56 56 02 50;;;;;;;;;;;
